source,target,importance
NSFL1C,NSFL1C,1.0
RPL35A,RPL34,0.38486052
RPL5,RPL34,0.4105571
RPS14,RPL34,0.4167649
RPL39,RPL34,0.42298803
RPL10A,RPL34,0.4280437
RPS8,RPL34,0.43916246
RPS4X,RPL34,0.44183096
RPL7,RPL34,0.45260438
RPS3,RPL34,0.47961348
RPL3,RPL34,0.483802
RPS6,RPL34,0.4996102
RPS27,RPL34,0.50012845
EEF1A1,RPL34,0.509819
RPL13A,RPL34,0.5114993
RPS18,RPL34,0.5812422
RPL34,RPL34,0.9999999
RP11-10A14.3,RP11-10A14.3,1.0
ACBD3,ACBD3,0.9999648
CARM1,CARM1,1.0
MMP11,MMP11,1.0
RP11-491H19.1,RP11-491H19.1,0.99995804
RER1,RER1,0.99995977
ST18,C8orf86,0.49170497
C8orf86,C8orf86,1.0
RGS20,RGS20,0.9999726
RAB7B,BARX1,0.31179515
ABCB1,BARX1,0.34986988
EMP1,BARX1,0.368052
BACE2,BARX1,0.4219522
RP13-143G15.4,BARX1,0.44300166
RP3-333A15.1,BARX1,0.80580044
BARX1,BARX1,1.0
FBXO16,FBXO16,1.0
HECW1,HECW1,1.0
KMT2E-AS1,KMT2E-AS1,1.0
S100A6,S100A6,1.0
MUC12,XIRP1,0.33411396
UPP1,XIRP1,0.3344276
MIR222HG,XIRP1,0.33543217
RP11-370I10.10,XIRP1,0.3479266
ITK,XIRP1,0.38337615
PRSS22,XIRP1,0.4006167
PHLDA1,XIRP1,0.4033934
STC1,XIRP1,0.48784348
XIRP1,XIRP1,1.0
RP11-355B11.2,RP11-355B11.2,0.999919
METTL15,METTL15,0.9999146
RP11-422P24.10,RP11-422P24.10,0.9998999
LANCL1,LANCL1,0.99990076
ZNF571-AS1,ZNF571-AS1,0.9999632
SLC9A6,SLC9A6,1.0
CTD-2020K17.1,CTD-2020K17.1,0.99999624
NAE1,NAE1,1.0
VPS9D1-AS1,VPS9D1-AS1,0.9999605
LINC00659,LINC00659,0.9999983
RRS1,RRS1,1.0
RP11-96K19.5,RP11-96K19.5,1.0
PPT2-EGFL8,PPT2-EGFL8,0.9998835
LAPTM5,LAPTM5,0.9999671
CNTNAP3B,CNTNAP3B,0.99997526
TBC1D10C,TBC1D10C,1.0
AC083949.1,AC083949.1,1.0
RP11-557H15.4,RP11-557H15.4,0.99990225
NNMT,NNMT,0.9999628
SASS6,SASS6,1.0
CDCP1,CDCP1,1.0
CYCS,SLIRP,0.31413987
SNRPF,SLIRP,0.31418714
PTMA,SLIRP,0.3220094
RPS26,SLIRP,0.32895106
ATP5G3,SLIRP,0.3343528
NDUFS5,SLIRP,0.33539373
ATP5J2,SLIRP,0.33565155
SNRPG,SLIRP,0.33872426
NME1,SLIRP,0.34815446
RANBP1,SLIRP,0.36057884
HSPE1,SLIRP,0.42405552
SLIRP,SLIRP,0.9999991
ADRM1,ADRM1,1.0
CASKIN1,CASKIN1,0.99988866
SLC17A5,SLC17A5,1.0
CD320,CD320,1.0
C17orf51,C17orf51,1.0
C9orf135,C1QTNF1-AS1,0.31709048
ZNF773,C1QTNF1-AS1,0.326784
ASB9,C1QTNF1-AS1,0.4198301
C1QTNF1-AS1,C1QTNF1-AS1,0.9999782
ZNF701,ZNF701,0.9999499
RHOXF2,RHOXF2,1.0
FST,FST,1.0
ZSCAN20,ZSCAN20,1.0
RCN3,RCN3,1.0
EEPD1,EEPD1,1.0
FAM73A,FAM73A,0.9999416
ECT2,ECT2,1.0
PTPRE,PTPRE,1.0
SNU13,SNU13,0.99999696
MORN4,MORN4,0.9998933
CITED1,CITED1,1.0
DDX39A,DDX39A,1.0
RP11-480C16.1,RP11-480C16.1,1.0
AIM1,AIM1,1.0
SPDYC,SPDYC,1.0
DHX34,DHX34,0.9999115
ACSS2,ACSS2,0.9999423
TNS1,CSF2RA,0.3445138
PRR9,CSF2RA,0.34451702
SRPX,CSF2RA,0.34451723
CSF2RA,CSF2RA,1.0
ASIC4,ASIC4,1.0
PSMB2,GSTP1,0.32908818
PSMD8,GSTP1,0.33425474
NDUFS5,GSTP1,0.33514416
PSMB3,GSTP1,0.3388798
CD63,GSTP1,0.33916813
PSMA4,GSTP1,0.3427054
APOE,GSTP1,0.34744257
ARPC3,GSTP1,0.35890666
ATP5O,GSTP1,0.3600031
RAN,GSTP1,0.36495644
PRDX2,GSTP1,0.37554482
FAU,GSTP1,0.3932261
PSMB1,GSTP1,0.40375423
UBB,GSTP1,0.4042305
PRDX1,GSTP1,0.45286858
GSTP1,GSTP1,1.0
DTYMK,DTYMK,1.0
PDIA4,PDIA4,0.99999934
U47924.31,U47924.31,0.99991244
SBF2,SBF2,0.9999537
BBS5,BBS5,1.0
ATG2A,ATG2A,0.9998936
AC240274.1,AC240274.1,1.0
TNFRSF8,TNFRSF8,0.99993354
CCDC107,CCDC107,0.9999339
CWF19L2,CWF19L2,0.9999965
A4GALT,A4GALT,0.9999186
IFT27,IFT27,1.0
COL1A1,COL1A1,1.0
TRBC1,TRBC1,1.0
RP3-340B19.3,RP3-340B19.3,1.0
RP11-707G18.1,RP11-707G18.1,0.99988663
GATA2-AS1,GATA2-AS1,1.0
GRHL1,GRHL1,1.0
GPR65,GPR65,1.0
NR2F2,NR2F2,1.0
ZIC2,ZIC2,1.0
DUSP6,DUSP6,0.9999662
TUBAL3,TUBAL3,0.9999885
TFAP2A,TFAP2A,1.0
COL9A2,COL9A2,1.0
NUDT8,NUDT8,0.9999338
UBB,MT-ND1,0.31329715
PRDX1,MT-ND1,0.32381144
FAU,MT-ND1,0.34503573
MT-ND3,MT-ND1,0.4252126
MT-CYB,MT-ND1,0.4997896
MT-ATP6,MT-ND1,0.52528954
MT-ND2,MT-ND1,0.57273304
MT-CO1,MT-ND1,0.6661712
MT-ND4,MT-ND1,0.6683873
MT-CO2,MT-ND1,0.68797946
MT-CO3,MT-ND1,0.73793995
MT-ND1,MT-ND1,0.9999998
C19orf48,C19orf48,1.0
CCDC18,CCDC18,0.99994075
TRAF3IP3,TESPA1,0.4650234
TESPA1,TESPA1,1.0
IGHMBP2,IGHMBP2,1.0
PROB1,PROB1,0.9998978
HIF3A,HIF3A,1.0
MT-CO2,FAU,0.33550444
MT-ND1,FAU,0.34503573
ATP5O,FAU,0.3465697
NPM1,FAU,0.35266614
LDHB,FAU,0.36093992
MT-CO1,FAU,0.3666771
PSMA4,FAU,0.36913735
ARPC3,FAU,0.36921304
PSMB1,FAU,0.3753958
UBB,FAU,0.385291
COX4I1,FAU,0.38960892
NACA,FAU,0.39206776
GSTP1,FAU,0.3932261
MT-CO3,FAU,0.39355618
PRDX1,FAU,0.44779304
FAU,FAU,0.99999964
CDH15,CDH15,0.99990356
MYL4,MYL4,1.0
RP11-158I9.8,RP11-158I9.8,1.0
SEMA6B,SEMA6B,0.9999475
C6orf48,C6orf48,1.0
ANKRD40,ANKRD40,1.0
CA14,CA14,0.99994636
KDM4B,KDM4B,1.0
RP11-494O16.4,RP11-494O16.4,0.9998767
SPAG6,SPAG6,0.9999958
SMPDL3B,SMPDL3B,0.9999768
TRAF1,TRAF1,0.9999334
PTP4A3,PTP4A3,0.9999888
SBNO2,SBNO2,1.0
PRSS22,UPP1,0.31211546
LINC00431,UPP1,0.3124401
EMP1,UPP1,0.3126967
TFPI2,UPP1,0.31957272
CCNA1,UPP1,0.31957328
CTB-178M22.2,UPP1,0.31957376
XIRP1,UPP1,0.3344276
APP,UPP1,0.33955216
MUC12,UPP1,0.35284215
RP11-366H4.1,UPP1,0.36082166
NDRG1,UPP1,0.3644126
PHLDA1,UPP1,0.3890921
TRIML2,UPP1,0.39408422
RP11-1152H15.1,UPP1,0.40354276
UPP1,UPP1,0.9999337
HYLS1,HYLS1,1.0
NQO1,NQO1,0.99991345
CCND3,CCND3,1.0
B4GALNT4,B4GALNT4,0.9999836
JSRP1,JSRP1,0.999858
CNN3,CNN3,1.0
ZBTB42,ZBTB42,1.0
MIR3180-1,MIR3180-1,1.0
GSTP1,ATPIF1,0.3116634
RAN,ATPIF1,0.3409772
NME1,ATPIF1,0.3470297
RANBP1,ATPIF1,0.36169767
NDUFS5,ATPIF1,0.36351526
PRDX1,ATPIF1,0.3745651
ATPIF1,ATPIF1,1.0
RP11-182L21.6,RP11-182L21.6,1.0
TMX2,TMX2,0.9999609
KRT10,KRT10,0.99999624
RPL34,RPS7,0.35300097
EEF1B2,RPS7,0.35332254
RPS4X,RPS7,0.38617626
RPL13A,RPS7,0.40541083
RPS6,RPS7,0.41007587
RPL3,RPS7,0.41014412
NACA,RPS7,0.41792205
RPL7,RPS7,0.42108873
RPS5,RPS7,0.42275643
GNB2L1,RPS7,0.44179356
RPL14,RPS7,0.44227728
RPL10A,RPS7,0.4541571
RPL5,RPS7,0.46511555
RPS3,RPS7,0.47443148
RPS18,RPS7,0.48818958
RPS7,RPS7,0.9999992
RP11-669N7.2,RP11-669N7.2,0.99998766
NEUROD2,CFLAR-AS1,0.32724983
CFLAR-AS1,CFLAR-AS1,1.0
EEF1A2,EEF1A2,1.0
RP4-594I10.3,RP4-594I10.3,0.9998767
KIF4A,KIF4A,0.9999969
NCF4,NCF4,0.9999487
ARHGDIB,ARHGDIB,0.99999624
FAM65B,FAM65B,0.9999431
CALML4,CALML4,1.0
CD96,CD96,1.0
KCNK5,KCNK5,1.0
PBK,PBK,1.0
RP5-1112D6.7,RP5-1112D6.7,0.9998727
FAM72D,FAM72D,1.0
FAM74A6,TNFSF15,0.42642933
TNFSF15,TNFSF15,1.0
KIF5C,PCDHA3,0.3388026
TMEM233,PCDHA3,0.3591313
PAEP,PCDHA3,0.3614624
SULT2A1,PCDHA3,0.3628295
RGMA,PCDHA3,0.47997072
MDFI,PCDHA3,0.4817491
KRT15,PCDHA3,0.49947247
GUCY2D,PCDHA3,0.5190932
NGFR,PCDHA3,0.54224974
RP11-462G2.1,PCDHA3,0.6199624
PCDHA3,PCDHA3,0.99999243
RP11-697E22.2,RP11-697E22.2,1.0
SIAH2,SIAH2,1.0
AK1,AK1,0.9999435
ITGAM,ITGAM,0.9999114
DISP2,DISP2,1.0
CEP85,CEP85,0.99994737
FDXACB1,FDXACB1,1.0
TPI1,SSBP1,0.3120183
PSMB1,SSBP1,0.32179186
NME1,SSBP1,0.32554233
UBB,SSBP1,0.3314824
NDUFS5,SSBP1,0.33205456
RANBP1,SSBP1,0.3470235
RAN,SSBP1,0.36345416
PRDX1,SSBP1,0.4006251
SSBP1,SSBP1,1.0
ZC3H6,ZC3H6,0.99996424
DEPDC1,DEPDC1,0.99999654
VDAC2,VDAC2,1.0
PGAM1,PGAM1,0.9999899
PYCR1,PYCR1,0.99999803
MYOM2,MYOM2,0.9999813
CTXN1,CTXN1,1.0
RP4-751H13.7,RP4-751H13.7,1.0
MB21D1,MB21D1,0.9999437
ELOVL2-AS1,ELOVL2-AS1,1.0
ETV1,ETV1,1.0
AP000569.9,AP000569.9,0.99994123
AHNAK,AHNAK,0.99996024
DYRK3,DYRK3,0.99991673
KIF11,KIF11,0.9999871
NOM1,NOM1,1.0
PAGR1,PAGR1,0.9998532
LURAP1,LURAP1,0.9999921
VASH2,VASH2,1.0
MS4A2,MS4A2,1.0
ATP5L2,ATP5L2,1.0
RP11-297K8.2,RP11-297K8.2,1.0
BTG1,BTG1,0.9999877
DECR1,DECR1,0.9999255
RP1-228P16.8,RP1-228P16.8,0.999912
CCND1,CCND1,1.0
FNDC4,FNDC4,1.0
RP11-16K12.1,GPR183,0.35968676
GPR183,GPR183,0.9999411
CTD-2369P2.10,CTD-2369P2.10,0.9999401
CTD-2521M24.8,CTD-2521M24.8,0.99990875
LY6G5B,LY6G5B,0.999917
CD3E,CD3E,0.9998999
WNT11,WNT11,1.0
ZNF530,ZNF530,1.0
ARL4D,ARL4D,1.0
GOT1,GOT1,1.0
GSTA4,GSTA4,1.0
HIST1H1C,HIST1H2AC,0.35293812
HIST1H2AC,HIST1H2AC,0.99994016
RP11-524O1.4,RP11-524O1.4,0.9998896
PAPD7,PAPD7,1.0
METRN,METRN,1.0
RTBDN,RTBDN,1.0
FAM101B,FAM101B,1.0
SLC26A4-AS1,SLC26A4-AS1,1.0
ABCA1,ABCA1,0.99996376
ZBTB38,ZBTB38,1.0
ZNF707,ZNF707,0.9999371
POP4,POP4,0.9999919
ALDH4A1,ALDH4A1,1.0
RP11-771K4.1,RP11-771K4.1,0.9999204
TNPO2,TNPO2,1.0
CAMK1,CAMK1,0.99997693
HMGB1,ENO1,0.31124285
PA2G4,ENO1,0.315098
ATP5B,ENO1,0.32758886
ALDOA,ENO1,0.3383226
RAN,ENO1,0.3420238
GAPDH,ENO1,0.34509006
LDHA,ENO1,0.3477324
RANBP1,ENO1,0.3577361
ENO1,ENO1,0.99999887
TAP1,TAP1,1.0
CENPO,CENPO,1.0
EIF3M,EIF3M,1.0
CRIP2,CRIP2,1.0
VASH1,VASH1,1.0
RP5-1096D14.6,ENTPD2,0.4083949
ENTPD2,ENTPD2,1.0
HSPE1,SOD1,0.31047606
ATP5G3,SOD1,0.31358945
SOD1,SOD1,1.0
EPX,EPX,1.0
NLK,NLK,1.0
EGR1,IER2,0.31170726
IER2,IER2,0.9999611
PSMA4,SKP1,0.32225353
PSMB1,SKP1,0.33136234
UBB,SKP1,0.3493997
PRDX1,SKP1,0.3882113
SKP1,SKP1,1.0
AP3B2,AP3B2,0.99996555
PCDH11Y,PCDH11Y,0.9998029
CTB-13F3.1,CTB-13F3.1,1.0
SGOL1,SGOL1,1.0
EMX2OS,EMX2OS,0.99985105
CDK2AP2,CDK2AP2,1.0
SRCAP,SRCAP,1.0
ESD,ESD,1.0
SLC27A2,SLC27A2,1.0
EARS2,EARS2,0.9998973
MBOAT2,MBOAT2,1.0
PLA2G16,PLA2G16,0.9998948
RP11-74J13.8,RP11-74J13.8,0.99995166
FAAP100,FAAP100,0.99992245
HOTAIRM1,HOTAIRM1,1.0
STAT5A,STAT5A,1.0
MGST1,MGST1,0.9999676
REXO4,REXO4,1.0
UBE2S,PTTG1,0.31458414
TUBA1B,PTTG1,0.31472838
PTTG1,PTTG1,1.0
ALG13,ALG13,0.99999815
NRIP2,NRIP2,0.99996334
DHX33,DHX33,0.99993646
MAGEC2,MAGEC2,0.9999248
CCDC181,CCDC181,1.0
RP11-10N23.5,RP11-10N23.5,0.9999556
ALCAM,ALCAM,0.99985963
DMKN,DMKN,0.99988246
MIR202HG,MIR202HG,1.0
UPP1,EMP1,0.3126967
CD69,EMP1,0.3368643
PHLDA1,EMP1,0.36426395
BARX1,EMP1,0.368052
CDKN1A,EMP1,0.37149224
LINC00431,EMP1,0.40477684
ABCB1,EMP1,0.48728544
EMP1,EMP1,1.0
PLA2G2D,PLA2G2D,1.0
SRSF3,SRSF3,0.9999989
RP11-505E24.2,RP11-505E24.2,1.0
TUBB6,TUBB6,1.0
POLR2E,POLR2E,1.0
RAB11FIP1,RAB11FIP1,1.0
COX5B,COX5B,1.0
SLC2A1,SLC2A1,0.9999859
ITPKA,ITPKA,1.0
AC084219.4,AC084219.4,1.0
HSPE1,LSM7,0.32003978
LSM7,LSM7,1.0
MPP6,MPP6,0.9999144
TP53TG3D,TP53TG3D,1.0
NAT8L,NAT8L,1.0
HELLS,HELLS,1.0
DIMT1,DIMT1,1.0
AP1M2,AP1M2,1.0
SMIM1,SMIM1,0.99999344
ZYX,ZYX,1.0
PDCL3,PDCL3,1.0
CA5B,CA5B,0.99994606
ALB,ALB,1.0
DDX60L,DDX60L,1.0
C6orf25,C6orf25,0.99995524
CTD-2507G9.1,CTD-2507G9.1,1.0
KLHL25,KLHL25,0.9999787
BYSL,BYSL,1.0
PLIN2,PLIN2,1.0
PRICKLE4,PRICKLE4,1.0
ANKS4B,ANKS4B,0.9999462
CTD-2256P15.1,CTD-2256P15.1,1.0
NINL,NINL,1.0
ARHGEF26,ARHGEF26,1.0
MAPK15,MAPK15,0.9998616
ALDH7A1,ALDH7A1,0.99999994
TMEM158,TMEM158,1.0
MRPL40,MRPL40,1.0
HBM,HBM,1.0
PLP2,PLP2,1.0
NAGK,NAGK,0.99998623
PCSK9,PCSK9,0.99989647
RP11-403P17.4,RP11-403P17.4,0.99994993
MAP7,MAP7,1.0
AUNIP,AUNIP,0.9999497
ANKS6,ANKS6,0.9999663
PKN2-AS1,PKN2-AS1,1.0
DDX39B-AS1,DDX39B-AS1,0.9999618
MURC,MURC,0.99987257
RTN2,RTN2,1.0
AC006273.5,AC006273.5,1.0
CRABP2,CRABP2,1.0
CDK5R1,CDK5R1,0.9999373
ASF1A,ASF1A,1.0
ANPEP,ANPEP,1.0
CTA-228A9.4,CTA-228A9.4,0.99991363
RP11-73K9.2,RP11-73K9.2,1.0
PAK6,LINC00346,0.37894917
RP11-61E11.1,LINC00346,0.3824967
LINC00346,LINC00346,0.9999646
KCNJ4,KCNJ4,0.9999129
EPB42,EPB42,1.0
AC022182.3,AC022182.3,0.9999208
HBD,HBD,0.9999876
ABHD1,ABHD1,1.0
PHLPP2,PHLPP2,0.99994403
WNT9A,WNT9A,1.0
AC009403.2,AC009403.2,0.9999745
MIOS,MIOS,1.0
BCL2L15,BCL2L15,1.0
SEPT7,SEPT7,0.99996954
MRPS9,MRPS9,0.999951
DDC,DDC,1.0
TMEM213,LINC00664,0.33404037
LINC00664,LINC00664,1.0
RHOXF2B,RHOXF2B,1.0
GTF2F2,GTF2F2,1.0
F2RL3,F2RL3,1.0
EZR,EZR,1.0
RP5-832C2.5,RP5-832C2.5,1.0
ROBO1,ROBO1,0.9999449
FDFT1,FDFT1,1.0
LINC01300,LINC01300,1.0
MIR222HG,HMP19,0.47148222
HMP19,HMP19,0.9999723
RHOF,RHOF,0.9999857
SSH1,SSH1,0.9999517
RP11-445P19.3,RP11-445P19.3,1.0
KLRB1,KLRB1,1.0
CDCA5,CDCA5,0.9999775
RP11-572C15.5,RP11-572C15.5,1.0
CXCL8,FARP1-AS1,0.3226811
LEMD1,FARP1-AS1,0.32280424
AC003092.1,FARP1-AS1,0.3411459
FARP1-AS1,FARP1-AS1,0.9999968
DENND2A,RP11-46H11.3,0.31519085
CNR2,RP11-46H11.3,0.3674021
BAAT,RP11-46H11.3,0.50299096
SAMD4A,RP11-46H11.3,0.66106796
RP11-46H11.3,RP11-46H11.3,0.9999693
NAA30,NAA30,0.9998925
ESRP1,ESRP1,1.0
ATP5O,EIF3K,0.31193587
FAU,EIF3K,0.31972796
PRDX1,EIF3K,0.3303909
NPM1,EIF3K,0.3358646
EIF3K,EIF3K,1.0
PSMB8-AS1,PSMB8-AS1,0.99997747
RFESD,RFESD,1.0
CSAD,CSAD,1.0
HSPA12B,HSPA12B,0.9999543
RP1-267L14.6,RP1-267L14.6,1.0
SLC28A2,SLC28A2,1.0
AQP3,AQP3,1.0
SREK1IP1,SREK1IP1,0.99999267
TM4SF19-AS1,TM4SF19-AS1,0.999896
FCGR1B,FCGR1B,0.9998862
TNFRSF1B,TNFRSF1B,1.0
SETD7,SETD7,1.0
RP11-15M15.1,RP11-15M15.1,0.99992764
EIF1,MT-ND4,0.31283805
MT-ND5,MT-ND4,0.31879494
FAU,MT-ND4,0.3242465
MT-ND3,MT-ND4,0.4198566
MT-CYB,MT-ND4,0.63187045
MT-ND2,MT-ND4,0.6338285
MT-ND1,MT-ND4,0.6683873
MT-ATP6,MT-ND4,0.7404837
MT-CO1,MT-ND4,0.7716845
MT-CO3,MT-ND4,0.79327536
MT-CO2,MT-ND4,0.7951992
MT-ND4,MT-ND4,0.9999991
BCDIN3D,BCDIN3D,0.99989784
CCDC134,CCDC134,1.0
CCDC173,CCDC173,1.0
RPS8,RPL12,0.3134671
GNB2L1,RPL12,0.3212642
RPL23,RPL12,0.32440338
RPL5,RPL12,0.33574432
RPL10,RPL12,0.3416271
RPL7,RPL12,0.34686127
RPL34,RPL12,0.3483202
RPS14,RPL12,0.3552043
RPL14,RPL12,0.38633287
RPS3,RPL12,0.38978377
RPL13A,RPL12,0.41228616
RPL10A,RPL12,0.41294873
RPS6,RPL12,0.41869605
RPS18,RPL12,0.4301936
RPL3,RPL12,0.45707586
RPL12,RPL12,1.0
SMARCC2,SMARCC2,0.9999466
MTMR10,MTMR10,0.99992967
RP11-366H4.1,RP11-702F3.3,0.3366703
PDGFA,RP11-702F3.3,0.33678007
PAEP,RP11-702F3.3,0.40733895
APP,RP11-702F3.3,0.40782613
TFPI2,RP11-702F3.3,0.4937887
CCNA1,RP11-702F3.3,0.49378905
CTB-178M22.2,RP11-702F3.3,0.49379492
RP11-702F3.3,RP11-702F3.3,1.0
AC145110.1,AC145110.1,1.0
TP53I13,TP53I13,1.0
ZNF593,ZNF593,0.99999833
RP11-540A21.2,RP11-540A21.2,1.0
TKT,TKT,0.99996614
TP53,TP53,0.99994946
SSSCA1,SSSCA1,0.9999818
ITGA3,ITGA3,0.99996156
PAG1,PAG1,1.0
ERH,ERH,0.9999981
EIF2B3,EIF2B3,0.9999992
ADM2,ADM2,0.9999785
CTD-2035E11.3,CTD-2035E11.3,0.99989486
DPM1,DPM1,0.99999446
SYNGR1,SYNGR1,0.99998283
HGH1,HGH1,0.9999529
SCAF8,SCAF8,0.9999224
TMPRSS3,TMPRSS3,1.0
RP11-219B4.7,RP11-219B4.7,0.99983114
NINJ1,NINJ1,1.0
UBA7,UBA7,1.0
ZNF841,ZNF841,0.99998575
CD37,CD37,1.0
CDC5L,CDC5L,0.9999648
RP11-1007O24.3,RP11-1007O24.3,1.0
LAMB1,LAMB1,0.99998647
AC023347.1,AC023347.1,1.0
CA13,CA13,1.0
POU5F2,POU5F2,1.0
RP11-182J23.1,FAM155A,0.36725217
INADL,FAM155A,0.54056257
IL15,FAM155A,0.5600969
FAM155A,FAM155A,1.0
KCNE3,KCNE3,0.9999048
APOBEC3B,APOBEC3B,0.999924
EBP,EBP,0.9999749
MMP2,MMP2,0.9998935
GPR37L1,GPR37L1,1.0
AC079466.1,AC079466.1,0.99997395
LIN9,LIN9,1.0
CHML,CHML,1.0
EPSTI1,EPSTI1,0.9999464
RFX3,RFX3,0.9999539
HYKK,HYKK,0.99997276
UBE2QL1,UBE2QL1,1.0
CTD-2054N24.2,CTD-2054N24.2,1.0
RP11-25K19.1,RP11-25K19.1,0.9997388
RAB3IP,RAB3IP,1.0
TOMM5,TOMM5,1.0
ZNF749,ZNF749,1.0
ASAH1,ASAH1,1.0
IFFO1,IFFO1,0.9999541
ZCCHC12,ZCCHC12,1.0
C3AR1,C3AR1,1.0
AKAP1,AKAP1,0.999911
NPHP1,NPHP1,1.0
LINC00877,LINC00877,1.0
NEK8,NEK8,1.0
UPP1,LINC00431,0.3124401
NDRG1,LINC00431,0.32663995
CDKN1A,LINC00431,0.35897145
RP3-333A15.1,LINC00431,0.37131462
CTB-178M22.2,LINC00431,0.3752396
TFPI2,LINC00431,0.37524515
CCNA1,LINC00431,0.37524536
EMP1,LINC00431,0.40477684
RP13-143G15.4,LINC00431,0.41252893
LINC00431,LINC00431,0.9997748
DUSP5,PHLDA1,0.3108734
SERPINB8,PHLDA1,0.31093714
CD69,PHLDA1,0.3304953
IER3,PHLDA1,0.34946907
C11orf96,PHLDA1,0.3495225
HIVEP2,PHLDA1,0.35065696
EMP1,PHLDA1,0.36426395
IL3RA,PHLDA1,0.37876263
ABCB1,PHLDA1,0.383067
MUC12,PHLDA1,0.38867688
UPP1,PHLDA1,0.3890921
XIRP1,PHLDA1,0.4033934
SERPINE1,PHLDA1,0.425081
PRSS22,PHLDA1,0.4541703
CCL2,PHLDA1,0.48338434
PHLDA1,PHLDA1,1.0
CISD1,CISD1,0.9999968
ADAMTS14,ADAMTS14,0.9999609
XRCC2,XRCC2,0.99993706
CELF5,CELF5,1.0
LSS,LSS,1.0
CEP72,CEP72,1.0
SAC3D1,SAC3D1,0.99996424
BOLA3-AS1,BOLA3-AS1,1.0
PPP1R14C,PPP1R14C,1.0
PNRC1,PNRC1,1.0
PAX9,PAX9,1.0
MIR548XHG,MIR548XHG,0.999927
ZNF836,ZNF836,1.0
ONECUT2,ONECUT2,0.99992985
RP11-171I2.4,RP11-171I2.4,0.99995905
ITK,LIFR,0.3928652
STC1,LIFR,0.49988618
INPP4B,LIFR,0.5213764
LIFR,LIFR,1.0
RP11-443B20.1,RP11-443B20.1,1.0
ITM2B,ITM2B,0.99996394
UBB,PSMB6,0.31737772
PSMB1,PSMB6,0.3236987
PRDX1,PSMB6,0.35206273
PSMB6,PSMB6,0.99999005
NLRP2,NLRP2,0.99994653
DLX4,DLX4,0.9999091
HCG17,HCG17,0.99989504
TUBB,HNRNPDL,0.3200397
HNRNPDL,HNRNPDL,1.0
MCM7,MCM7,1.0
PRDX1,PSMA5,0.34025997
PSMA5,PSMA5,0.9999892
ASS1,ASS1,1.0
LHX1,LHX1,0.99988115
KLKB1,KLKB1,1.0
NRP1,NRP1,1.0
TSKU,TSKU,1.0
FBXO48,FBXO48,1.0
C14orf79,C14orf79,1.0
SNHG12,SNHG12,1.0
RHOB,RHOB,1.0
KLF6,KLF6,1.0
PRAM1,PRSS35,0.35657805
PI16,PRSS35,0.4185795
OLFML3,PRSS35,0.4583809
PHLDA3,PRSS35,0.53730005
PRSS35,PRSS35,0.99996865
MTURN,MTURN,1.0
NGRN,NGRN,1.0
ZC3H15,ZC3H15,0.999999
COX4I2,RASD1,0.5013771
RASD1,RASD1,1.0
GDAP1L1,GDAP1L1,1.0
LGALS3,LGALS3,0.9998941
TAS2R14,TAS2R14,1.0
SEC24D,SEC24D,1.0
DDIT3,DDIT3,1.0
ARL2,ARL2,1.0
LINC01004,LINC01004,1.0
PIM3,PIM3,0.9999879
USP36,USP36,0.99999315
TACC3,TACC3,1.0
NCF1,GLIPR1,0.32553053
ADGRE3,GLIPR1,0.34222358
IL22RA2,GLIPR1,0.40247667
GLIPR1,GLIPR1,0.9999732
GLIPR2,GLIPR2,1.0
PLXNA1,PLXNA1,0.9999457
LINC00683,LINC00683,1.0
RP11-44N12.2,RP11-44N12.2,1.0
SLC26A4,CBSL,0.31873846
CBSL,CBSL,1.0
ARHGEF39,ARHGEF39,0.99995637
PPA2,PPA2,1.0
MROH8,MROH8,1.0
DERL1,DERL1,1.0
LINC01134,LINC01134,0.99991155
ABCG2,ABCG2,1.0
RPP25L,RPP25L,1.0
CTD-2371O3.2,CTD-2371O3.2,0.99987626
TAF5,TAF5,1.0
HOXC8,HOXC8,1.0
RQCD1,RQCD1,1.0
RP11-802O23.3,RP11-802O23.3,1.0
AP001062.7,AP001062.7,1.0
PSMB1,ALDOA,0.312585
HSP90AA1,ALDOA,0.31364325
CLIC1,ALDOA,0.31520727
UFD1L,ALDOA,0.31537762
LDHB,ALDOA,0.31981796
PSMA4,ALDOA,0.32123068
RAN,ALDOA,0.32175854
LDHA,ALDOA,0.32605156
NPM1,ALDOA,0.3318993
MDH2,ALDOA,0.33435702
ENO1,ALDOA,0.3383226
UBB,ALDOA,0.35049105
PRDX1,ALDOA,0.3703232
GAPDH,ALDOA,0.40866253
ALDOA,ALDOA,0.99999744
CARD14,CARD14,1.0
FCGR2A,FCGR2A,1.0
MCOLN3,MCOLN3,1.0
PSPH,PSPH,0.9999362
P2RX5,P2RX5,0.9999514
PARP3,PARP3,0.99996185
CH507-9B2.3,CH507-9B2.3,0.99995714
EFNB1,EFNB1,1.0
GCSAML,GCSAML,1.0
NPM1,MT-CO2,0.31926438
CLIC1,MT-CO2,0.3253493
HSP90AA1,MT-CO2,0.32950768
EIF1,MT-CO2,0.3303558
UBB,MT-CO2,0.33042642
FAU,MT-CO2,0.33550444
PRDX1,MT-CO2,0.36538905
MT-ND3,MT-CO2,0.4144974
MT-ND2,MT-CO2,0.5760615
MT-CYB,MT-CO2,0.5777105
MT-ND1,MT-CO2,0.68797946
